Hours_Studied,Attendance,Sleep_Hours,Previous_Scores
32.8,83.8,8.1,78.5
13.5,83.8,7.1,72.6
15.0,83.8,9.5,66.2
14.9,83.8,6.5,50.2
17.6,83.8,6.5,97.2
30.6,83.8,7.2,95.7
26.8,83.8,5.3,68.4
21.3,83.8,8.2,58.3
15.4,83.7,4.1,83.4
14.7,83.7,8.5,74.0
14.0,83.7,7.0,59.4
12.2,83.7,9.1,90.9
7.0,83.7,7.2,76.5
25.4,83.7,7.5,53.4
26.2,83.7,7.9,58.4
13.0,83.7,8.6,86.3
20.4,83.7,7.9,58.8
17.8,83.7,7.2,86.2
21.9,83.7,7.8,83.4
15.3,83.7,6.2,90.5
28.0,83.7,5.2,91.8
19.9,83.7,7.2,78.8
14.3,83.7,8.2,68.7
19.2,83.7,7.3,88.9
31.9,83.7,7.0,86.2
18.0,83.7,7.7,66.5
18.2,83.7,6.7,94.3
30.0,83.6,7.6,75.2
19.3,83.6,7.7,80.9
21.5,83.6,8.4,62.6
20.5,83.6,7.3,54.4
24.5,83.6,8.1,57.8
14.0,83.6,7.1,90.2
18.7,83.6,8.6,69.7
26.7,83.6,5.3,82.3
16.3,83.6,5.6,94.8
22.1,83.6,8.1,88.2
21.8,83.6,5.7,98.1
24.3,83.6,9.8,69.3
27.6,83.6,7.4,52.3
15.0,83.6,6.4,62.4
19.2,83.6,7.1,67.7
8.5,83.6,4.2,70.3
23.8,83.6,4.0,69.7
23.0,83.6,7.2,65.4
27.4,83.6,6.7,67.4
17.0,83.6,5.6,58.4
19.4,83.6,5.7,58.5
28.2,83.6,9.7,59.5
17.2,83.6,7.1,87.9
21.5,83.5,6.0,86.2
32.2,83.5,5.4,58.2
23.7,83.5,6.5,95.5
25.1,83.5,7.9,51.3
22.8,83.5,4.1,78.7
11.6,83.5,8.1,85.5
24.0,83.5,6.1,80.3
25.3,83.5,6.4,97.7
11.0,83.5,5.3,83.6
20.2,83.5,5.6,81.4
18.3,83.5,8.2,66.7
26.7,83.5,5.6,64.7
19.6,83.5,7.1,57.9
25.6,83.5,6.7,77.0
17.0,83.5,7.5,50.3
19.8,83.5,10.0,82.0
20.5,83.4,6.1,77.2
22.0,83.4,6.3,89.3
14.9,83.4,6.8,90.1
14.7,83.4,7.8,76.0
15.8,83.4,7.8,59.7
14.9,83.4,7.5,78.5
16.2,83.4,7.2,74.8
14.4,83.4,6.2,64.2
12.1,83.4,5.6,58.6
22.3,83.4,7.5,69.6
16.3,83.4,6.8,98.1
32.5,83.4,6.8,85.3
12.5,83.4,6.4,65.9
22.0,83.3,8.5,93.4
18.1,83.3,9.2,60.6
19.8,83.3,7.1,52.0
27.3,83.3,8.5,97.1
20.0,83.3,9.7,97.0
11.2,83.3,7.5,82.7
31.4,83.3,5.0,93.2
27.5,83.3,5.8,98.8
20.8,83.3,8.2,68.8
25.1,83.3,7.9,99.8
22.9,83.3,6.8,97.1
21.1,83.3,8.2,91.5
27.4,83.3,8.4,77.6
21.3,83.3,8.1,70.3
24.5,83.3,7.5,87.4
6.6,83.3,7.8,53.5
26.9,83.3,6.8,69.1
26.2,83.2,6.7,62.2
24.6,83.2,8.4,78.2
16.5,83.2,6.4,69.3
4.7,83.2,8.1,55.6
21.1,83.2,8.4,92.2
18.2,83.2,6.4,68.2
22.1,83.2,7.2,51.4
20.8,83.2,6.9,63.1
16.8,83.2,7.4,90.2
20.9,83.2,5.9,55.3
25.0,83.2,5.4,60.8
23.7,83.2,7.6,50.5
17.7,83.2,5.7,85.8
21.3,83.2,7.3,59.7
16.9,83.2,6.7,54.4
17.8,83.2,6.3,65.3
14.3,83.2,4.9,54.1
12.5,83.2,7.5,57.8
3.5,83.2,7.4,87.8
29.4,83.2,7.1,51.1
9.8,83.2,8.3,80.1
20.2,83.1,8.4,72.5
16.7,83.1,6.7,50.2
16.9,83.1,8.4,96.9
21.8,83.1,7.5,77.7
19.0,83.1,5.7,89.5
13.6,83.1,9.9,63.4
18.0,83.1,7.9,52.9
17.3,83.1,7.5,96.1
15.3,83.1,5.6,97.8
26.9,83.1,8.1,62.8
26.5,83.1,6.4,82.8
23.0,83.1,7.8,95.0
13.0,83.1,7.1,69.5
9.8,83.1,9.0,52.4
23.6,83.1,9.1,82.5
17.3,83.0,8.5,98.5
23.5,83.0,4.9,81.0
16.2,83.0,4.1,62.2
27.5,83.0,5.9,87.6
15.2,83.0,6.3,87.6
11.5,83.0,6.7,54.0
20.6,83.0,7.8,91.4
29.2,83.0,6.0,75.9
17.7,83.0,6.5,64.5
18.6,83.0,5.2,76.9
15.4,83.0,8.5,59.1
15.1,83.0,8.9,80.9
18.0,83.0,7.6,83.1
25.1,83.0,7.4,54.5
22.3,83.0,4.9,66.4
23.9,82.9,6.7,94.4
16.9,82.9,5.4,52.8
20.4,82.9,5.6,69.4
21.0,82.9,7.8,56.6
19.3,82.9,8.8,74.6
11.6,82.9,7.8,96.3
18.9,82.9,8.5,51.0
18.7,82.9,6.8,99.4
17.5,82.9,5.6,75.5
24.1,82.9,6.7,59.2
16.0,82.9,8.1,90.2
19.7,82.9,8.1,76.7
29.7,82.9,8.0,53.5
20.5,82.9,6.6,65.9
20.1,82.9,7.7,84.7
18.9,82.8,7.2,63.7
8.1,82.8,6.3,65.7
13.0,82.8,5.7,64.9
20.1,82.8,8.5,56.8
20.7,82.8,6.6,72.6
18.4,82.8,8.7,81.7
15.1,82.8,8.0,57.8
14.1,82.8,8.9,98.5
16.3,82.8,9.6,77.3
32.3,82.8,8.9,53.4
16.6,82.8,6.5,53.0
22.0,82.8,7.4,73.1
11.4,82.8,8.0,82.9
15.1,82.8,6.0,92.8
22.8,82.8,8.3,86.5
14.9,82.8,9.4,56.6
28.9,82.8,8.0,94.5
26.9,82.7,5.2,68.5
21.1,82.7,8.1,57.8
14.6,82.7,8.0,56.3
30.3,82.7,6.2,69.9
17.0,82.7,6.6,60.8
21.6,82.7,8.8,86.4
19.6,82.7,8.5,79.1
27.6,82.7,5.6,66.3
29.2,82.6,8.1,64.4
35.8,82.6,5.5,54.6
20.3,82.6,7.3,50.1
28.1,82.6,6.7,77.4
15.5,82.6,7.8,94.1
18.5,82.6,6.9,91.0
9.8,82.6,6.1,50.8
28.1,82.6,8.0,85.6
20.0,82.6,6.9,89.1
29.2,82.6,6.3,98.6
22.5,82.6,7.3,99.1
22.5,82.6,8.7,89.5
10.0,82.6,5.6,90.5
22.5,82.6,9.6,94.1
22.7,82.6,7.4,87.9
13.6,82.6,6.7,78.3
20.7,82.6,7.8,52.4
17.8,82.6,7.4,84.3
22.4,82.6,5.6,70.7
28.2,82.6,8.4,66.1
19.1,82.6,8.3,61.1
22.3,82.5,6.5,76.8
26.3,82.5,5.3,91.7
10.0,82.5,7.8,50.2
27.6,82.5,9.3,57.5
19.5,82.5,8.5,71.5
5.3,82.5,8.5,77.2
18.8,82.5,8.3,83.0
23.2,82.5,7.3,73.6
16.9,82.5,8.6,87.3
15.7,82.5,7.3,63.8
20.1,82.5,7.6,91.2
13.9,82.5,5.6,83.8
19.9,82.5,7.7,69.4
21.1,82.5,7.0,80.8
12.0,82.5,8.5,80.9
21.6,82.5,7.1,51.4
27.0,82.4,7.3,92.7
22.9,82.4,8.2,90.1
24.6,82.4,7.2,97.5
16.6,82.4,6.8,57.6
30.4,82.4,7.8,92.5
19.4,82.4,8.4,55.4
21.1,82.4,8.0,71.8
11.4,82.4,5.4,56.1
27.1,82.4,5.8,84.8
14.9,82.4,8.5,86.5
33.0,82.4,10.0,61.1
23.3,82.4,7.6,59.3
12.6,82.4,4.0,82.2
23.0,82.4,5.9,58.1
17.6,82.4,8.1,57.4
25.5,82.3,5.1,53.3
23.0,82.3,7.8,59.6
11.4,82.3,6.6,88.7
10.9,82.3,7.9,72.8
31.2,82.3,7.6,73.7
17.7,82.3,5.0,91.4
16.5,82.3,7.6,75.5
25.8,82.3,8.1,66.9
19.5,82.3,9.2,82.1
9.3,82.3,8.1,96.7
11.0,82.3,8.5,79.9
13.7,82.3,10.0,79.5
19.9,82.3,6.9,62.2
16.4,82.3,7.3,70.4
14.4,82.3,6.1,55.1
18.4,82.3,5.2,74.4
25.7,82.3,7.0,88.6
19.9,82.3,9.5,94.3
18.9,82.3,7.7,64.7
25.7,82.3,6.8,57.8
14.1,82.3,8.9,67.8
11.6,82.3,6.9,74.8
17.4,82.3,7.0,72.0
25.2,82.3,5.8,88.7
7.8,82.2,7.4,61.9
27.5,82.2,8.2,94.1
22.0,82.2,6.9,92.5
24.5,82.2,6.9,88.6
17.3,82.2,6.6,63.2
23.1,82.2,6.9,60.4
12.3,82.2,9.4,99.1
21.5,82.2,5.7,62.3
21.0,82.2,6.3,84.1
21.1,82.2,7.3,59.6
31.7,82.2,7.8,88.2
18.4,82.2,6.8,71.5
17.1,82.2,8.5,87.5
14.5,82.2,5.7,86.5
25.2,82.2,7.0,78.5
22.0,82.2,7.5,77.7
19.4,82.2,4.9,83.1
14.6,82.2,6.5,73.8
27.7,82.2,8.8,67.3
28.1,82.2,5.8,62.6
23.3,82.2,5.4,88.7
30.5,82.1,6.1,75.7
16.1,82.1,6.3,99.5
18.2,82.1,8.1,57.0
13.1,82.1,7.4,72.3
38.0,82.1,6.9,83.8
17.6,82.1,7.8,76.6
20.8,82.1,6.3,70.8
18.0,82.1,9.2,84.9
8.0,82.1,7.2,55.9
17.6,82.1,7.1,94.7
15.4,82.1,7.6,50.4
19.4,82.1,7.0,70.7
17.0,82.1,9.4,89.5
22.5,82.1,7.3,75.0
23.3,82.1,4.1,92.5
26.5,82.1,7.2,75.6
15.1,82.1,6.9,72.9
21.1,82.1,9.2,93.9
18.2,82.0,4.3,61.1
22.0,82.0,5.9,52.1
14.0,82.0,7.4,62.9
19.2,82.0,7.4,89.3
14.7,82.0,6.3,75.3
16.4,82.0,6.2,83.3
11.2,82.0,7.6,66.4
10.5,82.0,8.1,56.1
7.1,82.0,6.3,66.9
18.1,82.0,6.7,78.1
12.4,82.0,7.8,83.4
16.4,82.0,8.3,76.6
23.9,82.0,7.7,62.0
19.8,82.0,6.1,59.1
14.3,82.0,6.0,71.8
22.7,81.9,8.1,96.0
16.1,81.9,8.3,77.4
16.3,81.9,7.0,83.3
28.5,81.9,4.9,69.0
29.4,81.9,7.6,94.6
26.8,81.9,5.4,63.8
25.8,81.9,5.6,92.6
18.5,81.9,7.3,82.7
12.9,81.9,6.5,73.0
17.2,81.9,7.0,63.1
25.4,81.9,8.9,93.3
12.5,81.9,5.6,58.6
15.8,81.9,5.9,78.9
22.1,81.9,4.9,76.8
29.1,81.8,8.0,94.1
24.7,81.8,8.9,64.8
17.7,81.8,6.2,60.5
18.7,81.8,7.2,51.1
21.0,81.8,10.0,90.9
20.1,81.8,9.1,81.9
27.2,81.8,6.3,61.7
16.1,81.8,6.8,56.4
26.6,81.8,6.6,69.2
20.3,81.8,7.7,55.2
27.1,81.8,8.9,99.9
14.8,81.8,8.7,85.3
24.4,81.8,9.8,68.3
22.7,81.8,6.9,96.3
16.6,81.8,6.5,91.6
36.4,81.8,6.1,91.7
16.2,81.8,6.7,50.3
16.3,81.8,10.0,71.4
20.2,81.8,6.9,50.9
22.8,81.7,10.0,66.5
19.6,81.7,9.3,89.7
25.5,81.7,9.7,91.9
25.5,81.7,6.9,94.3
25.1,81.7,6.6,63.0
17.6,81.7,8.8,91.0
14.9,81.7,8.5,68.5
22.1,81.7,6.2,62.8
20.7,81.7,7.0,72.7
28.6,81.7,6.8,51.8
16.2,81.7,8.2,66.2
22.6,81.7,4.5,74.0
18.3,81.7,6.7,77.1
16.9,81.7,7.5,72.8
24.4,81.7,9.2,82.3
19.9,81.7,6.2,68.6
34.4,81.7,6.5,87.5
17.0,81.7,5.9,98.3
13.8,81.7,10.0,89.4
24.2,81.6,6.9,63.2
18.0,81.6,5.2,79.4
12.4,81.6,7.7,97.5
19.3,81.6,7.4,56.8
18.3,81.6,6.2,77.6
13.8,81.6,8.0,81.7
26.9,81.6,8.5,69.4
15.9,81.6,7.5,50.3
13.1,81.6,7.3,50.7
22.4,81.6,6.6,51.1
16.1,81.6,6.4,82.0
9.0,81.5,6.8,62.2
20.6,81.5,5.8,73.7
12.1,81.5,8.9,86.2
12.8,81.5,5.9,74.8
16.8,81.5,5.0,56.8
24.7,81.5,8.7,63.3
30.1,81.5,7.4,56.8
20.7,81.5,5.9,50.4
18.0,81.5,8.5,73.0
30.0,81.5,6.1,59.9
16.9,81.5,7.4,57.6
26.7,81.5,7.3,88.1
8.1,81.5,9.5,82.2
18.3,81.5,7.3,87.4
24.6,81.5,7.8,75.1
30.3,81.5,7.9,73.0
28.3,81.5,7.0,56.2
25.5,81.5,7.3,61.6
21.0,81.5,6.0,62.9
15.0,81.5,4.1,50.1
28.1,81.5,5.8,63.4
28.8,81.5,7.1,63.8
11.4,81.4,7.2,74.6
23.6,81.4,9.0,50.9
14.5,81.4,7.2,83.4
23.1,81.4,7.3,89.5
14.0,81.4,6.7,93.4
17.6,81.4,5.1,87.0
19.2,81.4,7.8,76.6
18.8,81.4,6.3,55.3
20.1,81.4,7.9,95.8
17.6,81.4,8.2,57.4
16.7,81.4,8.4,97.1
28.0,81.4,5.1,76.1
27.6,81.3,4.8,67.4
25.8,81.3,6.7,96.8
17.6,81.3,4.9,83.4
18.0,81.3,6.2,81.2
34.3,81.3,9.3,53.6
17.8,81.3,8.9,99.4
24.4,81.3,7.5,75.6
15.0,81.3,5.5,67.9
14.5,81.3,7.8,55.1
23.5,81.3,6.0,68.5
22.2,81.3,7.8,86.6
24.7,81.3,6.2,88.1
17.7,81.3,5.7,90.1
13.6,81.3,8.8,56.3
18.9,81.3,8.3,70.5
18.1,81.3,6.3,63.7
17.1,81.3,6.7,59.1
10.1,81.3,8.2,94.4
19.6,81.3,6.5,62.0
9.6,81.3,7.2,61.1
21.3,81.3,6.0,69.9
22.2,81.3,7.7,98.0
27.0,81.3,9.9,86.1
20.3,81.3,9.2,99.3
23.6,81.2,6.3,55.0
20.1,81.2,6.0,78.5
21.6,81.2,8.2,52.7
17.0,81.2,7.8,73.8
25.3,81.2,4.9,95.2
23.4,81.2,7.1,85.0
20.7,81.2,8.7,69.2
14.6,81.2,4.0,54.7
22.4,81.2,5.2,74.5
20.7,81.2,5.3,64.8
14.3,81.2,7.5,59.2
25.8,81.2,6.8,70.2
28.5,81.2,6.6,80.0
23.0,81.2,5.4,77.5
17.4,81.1,8.4,61.2
25.5,81.1,9.9,98.3
12.1,81.1,9.3,64.6
12.3,81.1,6.9,51.7
14.5,81.1,6.3,55.6
32.0,81.1,6.3,66.8
24.3,81.1,6.7,65.8
27.5,81.1,6.0,81.2
24.7,81.1,6.5,95.7
10.2,81.1,7.2,95.9
22.7,81.1,5.3,51.8
15.1,81.1,6.0,76.4
24.2,81.1,7.0,51.8
25.5,81.1,7.8,75.8
12.5,81.0,6.7,69.9
18.5,81.0,8.8,65.4
19.1,81.0,6.1,93.9
15.3,81.0,9.6,85.6
29.2,81.0,7.7,97.2
19.5,81.0,6.5,57.5
10.9,81.0,4.8,92.6
24.6,81.0,6.8,62.5
14.8,81.0,7.3,79.0
27.4,81.0,8.6,50.3
17.8,81.0,7.6,82.9
28.3,81.0,7.5,97.9
26.1,81.0,7.2,51.1
27.9,81.0,9.4,89.6
23.6,81.0,9.2,77.8
18.5,81.0,7.1,77.2
9.8,81.0,6.9,73.9
29.2,80.9,8.3,64.6
21.6,80.9,9.1,87.7
27.5,80.9,7.6,67.7
17.6,80.9,7.2,81.3
16.8,80.9,6.8,73.3
25.6,80.9,9.5,87.8
17.6,80.9,8.9,71.3
27.7,80.9,4.8,55.4
17.7,80.9,8.7,98.2
17.3,80.9,8.0,60.3
22.9,80.9,7.7,53.4
11.8,80.9,8.1,61.3
24.7,80.9,4.7,88.5
26.2,80.8,6.6,66.5
23.6,80.8,9.2,78.8
21.5,80.8,7.7,64.6
30.6,80.8,8.0,73.6
10.7,80.8,8.8,98.1
18.7,80.8,9.1,73.8
26.8,80.8,9.4,67.3
16.8,80.8,8.1,87.6
17.8,80.8,9.1,55.0
19.7,80.8,8.9,51.5
18.7,80.8,8.7,98.0
28.3,80.8,5.9,59.8
12.1,80.8,8.5,53.6
21.3,80.8,7.2,82.6
20.6,80.8,6.0,88.0
15.6,80.8,9.7,66.9
20.4,80.8,8.3,98.0
25.4,80.7,8.4,89.6
18.3,80.7,8.2,98.6
14.4,80.7,6.0,97.9
26.1,80.7,6.6,62.1
20.4,80.7,7.7,93.1
15.7,80.7,7.0,96.6
19.4,80.7,7.5,76.3
9.1,80.7,9.3,75.0
19.0,80.7,5.9,69.7
19.6,80.7,9.1,57.5
12.4,80.7,7.4,61.3
23.4,80.7,8.2,87.1
17.4,80.7,7.0,74.6
9.8,80.7,6.8,59.9
24.5,80.7,4.4,74.0
23.7,80.7,6.5,52.7
21.7,80.7,8.9,81.0
26.3,80.6,7.0,94.5
19.7,80.6,8.1,77.1
22.1,80.6,9.2,57.8
10.7,80.6,6.3,87.3
27.7,80.6,4.5,50.7
31.8,80.6,7.9,75.5
21.3,80.6,4.0,88.2
16.7,80.6,8.6,54.3
26.5,80.6,8.8,87.4
14.7,80.6,4.5,52.2
23.4,80.6,6.7,84.5
18.9,80.6,7.8,87.8
26.9,80.6,4.8,68.6
15.9,80.6,9.5,95.7
13.7,80.6,7.9,69.8
15.7,80.5,8.6,65.5
16.4,80.5,9.6,98.0
21.6,80.5,8.4,88.6
11.5,80.5,8.2,59.2
29.5,80.5,8.0,84.7
17.6,80.5,7.1,89.0
20.4,80.5,7.4,92.8
28.4,80.5,7.5,53.1
19.7,80.5,5.8,59.4
11.2,80.5,7.1,82.3
21.2,80.5,7.0,73.1
29.5,80.5,5.0,73.3
24.7,80.5,9.1,70.4
19.3,80.5,6.8,80.1
20.0,80.5,5.3,54.0
23.6,80.5,8.1,82.6
13.0,80.5,6.5,56.6
20.8,80.5,6.1,60.5
16.2,80.5,9.7,92.8
15.0,80.5,5.0,62.1
14.7,80.5,8.6,52.8
28.3,80.5,6.0,78.5
22.7,80.5,6.7,67.9
14.5,80.5,6.8,52.0
26.8,80.5,8.1,62.8
21.7,80.5,7.3,59.4
14.4,80.4,7.0,53.0
13.1,80.4,7.0,92.1
14.5,80.4,7.6,87.1
15.1,80.4,7.7,88.4
11.4,80.4,4.8,70.0
9.0,80.4,6.4,78.3
21.3,80.4,5.7,93.0
21.8,80.4,5.6,82.4
13.9,80.4,7.3,55.6
21.3,80.4,7.6,65.7
21.1,80.4,6.5,78.1
15.0,80.4,6.2,88.6
21.0,80.4,8.1,62.3
25.0,80.4,5.5,71.3
22.1,80.4,8.3,57.8
13.0,80.4,9.0,88.3
17.2,80.3,8.2,66.9
29.3,80.3,5.6,94.3
16.2,80.3,6.4,93.3
17.5,80.3,7.8,84.5
32.2,80.3,5.7,54.3
19.6,80.3,6.5,85.3
12.2,80.3,9.4,81.6
12.4,80.3,7.1,59.5
21.4,80.3,7.4,78.0
24.4,80.3,8.1,64.0
22.8,80.3,7.1,70.0
23.0,80.3,8.3,96.2
15.7,80.3,6.4,71.0
8.2,80.3,5.8,75.9
13.9,80.3,7.7,93.8
26.3,80.2,8.8,50.9
20.0,80.2,6.8,94.5
24.5,80.2,6.5,87.9
17.8,80.2,6.1,86.4
20.6,80.2,8.6,73.9
15.4,80.2,8.2,54.8
14.5,80.2,7.9,66.2
19.2,80.2,7.9,85.4
18.8,80.2,5.6,72.4
30.0,80.2,7.6,84.0
12.1,80.2,5.1,89.6
18.3,80.2,7.1,92.6
22.3,80.2,8.1,75.2
23.9,80.2,5.4,56.4
31.0,80.2,6.0,69.4
24.8,80.2,5.2,98.2
20.5,80.2,7.0,92.1
9.2,80.2,9.1,55.8
19.6,80.2,4.0,62.8
4.5,80.1,6.6,56.4
27.7,80.1,8.9,77.9
26.5,80.1,9.3,56.7
31.7,80.1,7.5,67.3
28.2,80.1,6.9,50.9
19.7,80.1,8.0,67.4
23.5,80.1,8.6,73.4
27.3,80.1,7.3,54.6
21.8,80.1,6.3,76.0
26.5,80.1,7.4,54.5
17.5,80.1,7.1,51.7
14.9,80.1,6.9,79.9
22.7,80.1,10.0,53.3
24.5,80.1,6.2,71.7
16.7,80.1,8.1,80.5
20.8,80.1,7.4,88.1
18.6,80.1,5.5,68.5
17.7,80.0,9.8,91.1
23.1,80.0,7.8,91.4
22.1,80.0,9.2,52.2
21.6,80.0,7.5,74.3
30.5,80.0,6.9,62.2
23.2,80.0,10.0,69.9
21.0,80.0,7.2,61.4
6.1,80.0,5.7,94.4
20.8,80.0,9.3,89.5
27.4,80.0,6.8,67.6
8.6,80.0,6.3,95.6
25.5,80.0,8.3,88.8
20.4,80.0,6.2,57.7
22.8,80.0,8.4,50.2
8.6,80.0,7.8,54.6
28.3,80.0,5.6,50.3
21.2,79.9,5.4,95.4
12.4,79.9,7.4,64.4
18.2,79.9,7.9,53.1
12.1,79.9,6.9,90.5
21.2,79.9,6.3,73.7
30.0,79.9,9.0,83.8
17.9,79.9,4.6,64.9
26.7,79.9,8.3,96.8
20.6,79.9,5.6,99.1
9.8,79.9,6.0,80.0
16.3,79.9,9.4,93.7
22.3,79.9,8.8,79.8
27.3,79.9,5.1,50.3
12.2,79.8,6.7,54.7
17.5,79.8,5.9,69.2
24.1,79.8,7.2,69.2
24.6,79.8,7.5,50.8
14.6,79.8,6.3,56.8
16.0,79.8,7.8,95.0
23.9,79.8,5.9,89.1
21.8,79.8,7.1,77.4
19.9,79.8,6.8,52.8
19.5,79.8,7.2,74.1
16.7,79.8,7.2,84.5
23.2,79.8,7.3,96.6
27.5,79.8,7.2,87.1
24.3,79.8,7.0,99.1
27.5,79.8,7.8,55.4
15.7,79.8,6.3,87.7
23.9,79.8,6.1,82.2
10.2,79.8,6.6,75.1
24.2,79.8,7.7,90.0
23.8,79.8,8.2,57.7
22.9,79.7,8.8,58.0
29.0,79.7,5.8,80.9
30.0,79.7,6.3,99.1
24.7,79.7,4.8,77.9
26.1,79.7,6.5,62.7
22.0,79.7,6.4,51.1
15.9,79.7,7.3,95.3
23.3,79.7,6.5,80.0
24.2,79.7,8.9,93.4
14.2,79.7,7.7,84.0
20.5,79.7,7.2,91.7
22.2,79.7,9.6,58.9
23.6,79.7,7.0,51.8
27.0,79.7,6.3,94.9
16.7,79.7,7.2,64.8
21.2,79.7,8.3,85.2
9.4,79.6,7.4,85.2
19.2,79.6,5.6,67.6
20.2,79.6,8.8,56.7
24.9,79.6,6.0,81.2
15.5,79.6,6.8,72.7
18.0,79.6,9.8,59.8
28.5,79.6,8.1,94.6
15.5,79.6,6.1,95.7
25.0,79.6,7.1,60.4
18.5,79.6,5.6,64.8
13.4,79.6,7.3,60.3
38.1,79.6,5.3,80.6
20.8,79.5,7.4,94.6
12.8,79.5,7.9,71.4
7.7,79.5,8.7,51.2
26.8,79.5,4.7,87.0
28.7,79.5,6.5,56.3
17.8,79.5,5.4,95.3
20.6,79.5,8.4,86.3
21.8,79.5,4.6,81.0
20.4,79.5,9.0,85.9
15.3,79.5,8.1,81.9
24.7,79.5,6.7,86.9
17.7,79.5,6.1,61.5
21.1,79.5,7.0,90.2
24.6,79.5,10.0,59.6
16.3,79.5,9.7,72.1
26.0,79.5,6.8,83.5
19.0,79.5,6.1,62.2
20.4,79.5,7.9,50.8
13.5,79.4,9.1,74.3
12.0,79.4,8.5,81.8
22.2,79.4,8.1,54.0
18.1,79.4,5.8,84.2
30.9,79.4,7.7,97.9
15.6,79.4,9.9,54.2
18.0,79.4,5.5,80.2
19.9,79.4,7.6,88.7
18.7,79.4,8.2,83.9
20.4,79.4,7.7,56.6
21.6,79.4,6.4,74.0
20.3,79.4,8.8,63.9
22.3,79.4,8.1,68.6
21.6,79.4,7.8,69.1
13.0,79.4,7.7,66.6
26.2,79.4,9.1,96.3
22.4,79.4,6.3,54.0
9.8,79.4,6.6,64.5
20.1,79.4,9.4,57.1
21.9,79.3,7.3,88.0
24.0,79.3,6.1,78.1
19.7,79.3,4.2,84.7
19.8,79.3,6.5,69.9
18.3,79.3,4.6,83.4
31.3,79.3,5.7,77.7
9.7,79.3,6.6,81.8
24.7,79.3,6.9,56.0
22.5,79.3,5.7,99.9
21.8,79.3,7.4,85.0
21.0,79.3,4.8,97.0
13.7,79.3,7.4,87.5
24.0,79.3,6.5,99.5
16.8,79.3,9.5,81.5
18.4,79.3,7.2,87.0
24.0,79.3,6.4,91.7
18.0,79.3,7.7,67.3
27.0,79.3,8.1,86.2
13.4,79.2,8.6,81.9
10.6,79.2,7.3,55.6
18.5,79.2,6.2,74.6
23.4,79.2,7.5,74.2
11.3,79.2,7.0,78.7
20.9,79.2,7.4,60.8
25.6,79.2,5.1,51.8
22.2,79.2,8.7,97.5
18.2,79.2,8.2,91.8
21.9,79.2,7.0,70.7
23.6,79.1,7.4,90.9
7.2,79.1,6.8,52.1
21.3,79.1,6.6,89.4
21.7,79.1,6.9,96.3
23.0,79.1,5.8,81.0
5.3,79.1,8.7,82.7
28.6,79.1,8.0,53.3
19.4,79.1,5.2,56.8
19.4,79.1,5.6,95.4
20.4,79.1,7.3,80.1
19.4,79.0,5.7,82.4
19.0,79.0,7.1,55.6
13.3,79.0,5.0,69.3
17.3,79.0,7.4,57.5
16.6,79.0,6.9,98.1
21.1,79.0,8.1,80.2
19.3,79.0,6.1,98.1
22.1,79.0,8.2,81.7
16.2,79.0,6.3,70.8
16.9,79.0,8.9,85.2
20.2,79.0,7.4,83.9
17.3,79.0,8.5,81.7
27.9,79.0,6.3,79.4
11.8,79.0,7.5,85.3
30.9,79.0,7.4,74.5
16.4,79.0,8.7,52.4
21.0,79.0,6.5,54.3
16.8,79.0,8.2,95.5
16.3,79.0,6.6,63.3
17.2,79.0,7.1,50.6
19.1,79.0,8.1,86.5
20.5,79.0,6.7,83.9
14.5,78.9,4.0,67.1
17.7,78.9,7.7,80.9
18.3,78.9,5.7,82.5
22.7,78.9,5.2,62.0
29.5,78.9,7.3,85.4
21.4,78.9,4.0,58.9
37.4,78.9,5.2,70.4
23.5,78.9,8.0,50.5
12.7,78.9,8.4,94.9
30.2,78.9,7.1,64.4
15.5,78.9,10.0,59.7
26.2,78.9,7.8,54.1
15.4,78.9,9.5,83.6
32.6,78.9,7.9,87.6
14.7,78.9,7.2,94.4
21.6,78.9,8.7,72.5
25.8,78.9,6.8,78.3
17.4,78.9,9.3,75.3
19.4,78.9,8.2,52.6
17.3,78.9,7.6,78.7
22.0,78.8,8.5,50.1
24.6,78.8,7.9,65.7
22.3,78.8,7.4,62.7
12.6,78.8,6.0,66.7
23.8,78.8,8.0,58.7
19.5,78.8,6.4,71.9
16.6,78.8,6.0,61.4
21.7,78.8,7.4,55.5
19.1,78.8,7.8,73.3
12.4,78.8,5.8,80.9
20.7,78.8,6.9,86.3
22.6,78.8,7.2,73.6
21.2,78.8,7.3,90.5
23.1,78.8,5.4,82.1
26.1,78.8,7.8,70.2
25.3,78.8,6.8,87.6
17.1,78.8,7.3,73.5
23.6,78.8,4.3,95.2
27.5,78.8,8.6,75.9
18.0,78.8,6.3,94.0
34.2,78.8,8.4,57.4
14.8,78.8,6.3,60.9
22.8,78.8,6.3,68.9
23.1,78.8,6.3,65.3
26.4,78.8,7.2,62.7
18.2,78.7,9.9,63.6
15.2,78.7,9.1,92.0
14.3,78.7,6.2,89.5
30.9,78.7,9.0,83.5
13.2,78.7,8.3,73.1
24.5,78.7,7.0,79.4
18.4,78.7,5.6,90.8
18.9,78.7,5.6,74.8
21.1,78.7,6.5,60.9
11.7,78.7,9.7,80.0
21.1,78.7,7.7,94.0
16.9,78.7,6.4,76.2
27.9,78.7,6.0,65.5
20.7,78.7,8.5,99.8
20.1,78.7,7.9,62.8
14.6,78.7,5.6,75.6
